ProjectID,Date,BudgetAmount,ActualCost,EarnedValue,PlannedValue,CPI,SPI,ScheduleVariance,StatusID
PJT017,2024-03-31,1354310,1164086,1150617,1189176,0.99,0.97,-38559,4
PJT017,2024-04-30,609622,745168,783330,461504,1.05,1.7,321826,1
PJT017,2024-05-31,1688893,2546679,2119495,1668695,0.83,1.27,450800,2
PJT017,2024-06-30,1282189,2022408,1417907,959721,0.7,1.48,458186,2
PJT017,2024-07-31,1215350,1602234,848159,1084317,0.53,0.78,-236157,4
PJT017,2024-08-31,1499901,1143974,1428008,1397140,1.25,1.02,30868,3
PJT017,2024-09-30,1248343,764115,633198,1007549,0.83,0.63,-374351,1
PJT017,2024-10-31,1889291,1565612,1903444,1448374,1.22,1.31,455070,4
PJT017,2024-11-30,982505,1422709,1064140,715873,0.75,1.49,348268,1
PJT017,2024-12-31,1143053,719174,1011273,1027296,1.41,0.98,-16023,3
PJT017,2025-01-31,677754,602445,554585,661392,0.92,0.84,-106807,1
PJT017,2025-02-28,1989883,1283298,2206394,1614824,1.72,1.37,591570,4
PJT017,2025-03-31,1088687,1474371,1344247,1072660,0.91,1.25,271587,3
PJT017,2025-04-30,1365684,1307125,1543276,1058815,1.18,1.46,484461,3
PJT017,2025-05-31,1346111,1290353,1380174,1039359,1.07,1.33,340815,4
PJT017,2025-06-30,787389,1195445,457822,670688,0.38,0.68,-212866,3
PJT018,2022-01-31,831279,531129,439593,625593,0.83,0.7,-186000,1
PJT018,2022-02-28,1800156,1588599,2268857,1574212,1.43,1.44,694645,2
PJT018,2022-03-31,1154921,1362910,1054857,1071343,0.77,0.98,-16486,4
PJT018,2022-04-30,923744,880375,1122604,908906,1.28,1.24,213698,1
PJT018,2022-05-31,1838837,1874599,2067391,1549957,1.1,1.33,517434,3
PJT018,2022-06-30,1246310,1002881,1212540,942012,1.21,1.29,270528,2
PJT018,2022-07-31,997347,1451170,663895,719434,0.46,0.92,-55539,1
PJT018,2022-08-31,603511,929881,546502,496583,0.59,1.1,49918,4
PJT018,2022-09-30,1716318,2464334,1314275,1558563,0.53,0.84,-244288,3
PJT018,2022-10-31,1656684,2078560,1029258,1594997,0.5,0.65,-565739,4
PJT018,2022-11-30,1308642,1154840,1099498,930799,0.95,1.18,168699,1
PJT018,2022-12-31,691800,944686,345907,570714,0.37,0.61,-224808,2
PJT018,2023-01-31,1283765,840397,1641246,985723,1.95,1.67,655523,1
PJT018,2023-02-28,956298,864438,654427,669831,0.76,0.98,-15405,1
PJT018,2023-03-31,1594017,2497579,1083031,1432885,0.43,0.76,-349854,3
PJT018,2023-04-30,1612844,2336085,1351730,1275565,0.58,1.06,76165,4
PJT018,2023-05-31,987943,1296795,1139516,745387,0.88,1.53,394129,1
PJT018,2023-06-30,1056412,1586667,1209966,1051613,0.76,1.15,158353,1
PJT018,2023-07-31,1631372,1620271,1586526,1465469,0.98,1.08,121058,2
PJT018,2023-08-31,617684,706937,659351,463384,0.93,1.42,195967,2
PJT018,2023-09-30,1670948,1978022,2108364,1190929,1.07,1.77,917435,4
PJT018,2023-10-31,897989,1078982,662041,821056,0.61,0.81,-159015,4
PJT018,2023-11-30,1638508,1151078,1492818,1397102,1.3,1.07,95716,3
PJT018,2023-12-31,1053921,1615582,1224662,958186,0.76,1.28,266476,4
PJT018,2024-01-31,1571490,1668476,1943612,1427508,1.16,1.36,516104,2
PJT018,2024-02-29,1593472,2329163,1146116,1501243,0.49,0.76,-355127,4
PJT018,2024-03-31,792861,749525,609304,787753,0.81,0.77,-178449,1
PJT018,2024-04-30,1784806,2322336,1930527,1550321,0.83,1.25,380206,4
PJT018,2024-05-31,1920636,2105514,1544987,1438385,0.73,1.07,106602,4
PJT018,2024-06-30,1679308,2240943,1356015,1188208,0.61,1.14,167807,3
PJT018,2024-07-31,1758496,1075176,1869211,1742805,1.74,1.07,126405,1
PJT018,2024-08-31,1156492,965640,1230388,1093045,1.27,1.13,137343,3
PJT018,2024-09-30,1319645,2067931,714370,1123597,0.35,0.64,-409227,2
PJT018,2024-10-31,1577681,2307580,1015087,1483022,0.44,0.68,-467935,4
PJT018,2024-11-30,1329061,1324480,804576,1275352,0.61,0.63,-470775,4
PJT018,2024-12-31,735910,669522,538713,707522,0.8,0.76,-168809,2
PJT018,2025-01-31,1509054,2107668,1056903,1339229,0.5,0.79,-282326,3
PJT018,2025-02-28,1357619,1945238,1662906,955285,0.85,1.74,707622,1
PJT018,2025-03-31,1511030,984943,1418988,1188107,1.44,1.19,230881,3
PJT018,2025-04-30,960165,914997,957317,768338,1.05,1.25,188979,3
PJT018,2025-05-31,1599049,1606288,886964,1495315,0.55,0.59,-608351,1
PJT018,2025-06-30,928637,959066,973542,742666,1.02,1.31,230876,4
PJT019,2022-01-31,584878,569625,734349,522016,1.29,1.41,212333,3
PJT019,2022-02-28,1507219,1857319,993549,1244209,0.53,0.8,-250660,2
PJT019,2022-03-31,1626410,1140720,1174727,1273309,1.03,0.92,-98582,1
PJT019,2022-04-30,1148028,1814308,636010,982265,0.35,0.65,-346255,4
PJT019,2022-05-31,769047,1207924,454232,631449,0.38,0.72,-177217,1
PJT019,2022-06-30,1606827,2096194,1346815,1291821,0.64,1.04,54995,2
PJT019,2022-07-31,1096419,947609,728314,926377,0.77,0.79,-198063,1
PJT019,2022-08-31,902801,801201,925736,894279,1.16,1.04,31457,1
PJT019,2022-09-30,1405456,951465,787711,1384974,0.83,0.57,-597263,3
PJT019,2022-10-31,945936,654651,926294,839135,1.41,1.1,87160,2
PJT019,2022-11-30,1472757,1277473,754182,1457300,0.59,0.52,-703118,2
PJT019,2022-12-31,876340,1118232,933568,773810,0.83,1.21,159758,2
PJT019,2023-01-31,969361,844407,948166,930421,1.12,1.02,17745,1
PJT019,2023-02-28,1920101,1355410,1197880,1888267,0.88,0.63,-690388,2
PJT019,2023-03-31,1604803,2379913,1062550,1406250,0.45,0.76,-343700,2
PJT019,2023-04-30,1551709,1986362,1282521,1093363,0.65,1.17,189158,2
PJT019,2023-05-31,1374389,1172493,1182254,1356899,1.01,0.87,-174645,3
PJT019,2023-06-30,1098553,1581698,714974,990607,0.45,0.72,-275633,2
PJT019,2023-07-31,1965510,1379578,995838,1631521,0.72,0.61,-635683,1
PJT019,2023-08-31,638938,861534,786941,530451,0.91,1.48,256491,3
PJT019,2023-09-30,888067,918620,958010,624059,1.04,1.54,333951,2
PJT019,2023-10-31,1384181,1679415,1398231,1069427,0.83,1.31,328804,2
PJT019,2023-11-30,1571079,1086231,1035995,1513328,0.95,0.68,-477333,3
PJT019,2023-12-31,1608085,986955,1123570,1229094,1.14,0.91,-105524,2
PJT019,2024-01-31,906209,768067,498434,759116,0.65,0.66,-260681,1
PJT019,2024-02-29,1599100,1929685,1660341,1158300,0.86,1.43,502042,1
PJT019,2024-03-31,1927236,2772313,2204897,1824890,0.8,1.21,380007,2
PJT019,2024-04-30,1899066,2173014,1253812,1680740,0.58,0.75,-426928,1
PJT019,2024-05-31,1614322,2159830,1480591,1163180,0.69,1.27,317411,3
PJT019,2024-06-30,1056669,1606948,1022390,910320,0.64,1.12,112070,2
PJT019,2024-07-31,903280,874781,1098639,812897,1.26,1.35,285742,3
PJT019,2024-08-31,1681081,1772440,1688137,1302022,0.95,1.3,386115,1
PJT019,2024-09-30,1558191,1601199,1330752,1394264,0.83,0.95,-63512,2
PJT019,2024-10-31,1904421,1264548,2208737,1500141,1.75,1.47,708596,3
PJT019,2024-11-30,1165879,725076,863726,991918,1.19,0.87,-128191,1
PJT019,2024-12-31,584264,637488,725474,427458,1.14,1.7,298016,2
PJT019,2025-01-31,1646661,1662586,1686410,1281219,1.01,1.32,405191,4
PJT019,2025-02-28,739238,562163,411307,558638,0.73,0.74,-147331,1
PJT019,2025-03-31,1496329,2217097,1722724,1354986,0.78,1.27,367738,1
PJT019,2025-04-30,665648,591886,497802,515868,0.84,0.96,-18067,4
PJT019,2025-05-31,1272508,1445002,999567,1025816,0.69,0.97,-26249,4
PJT019,2025-06-30,1742833,2421306,1300566,1697758,0.54,0.77,-397192,3
PJT020,2022-01-31,1929223,1787893,1511623,1643100,0.85,0.92,-131477,1
PJT020,2022-02-28,1911681,2822252,1112702,1563410,0.39,0.71,-450707,4
PJT020,2022-03-31,1330057,1467229,871308,1273722,0.59,0.68,-402415,2
PJT020,2022-04-30,1515411,2179022,1798810,1401008,0.83,1.28,397803,1
PJT020,2022-05-31,1158816,1402801,728075,1045360,0.52,0.7,-317285,3
PJT020,2022-06-30,768880,994892,525667,565331,0.53,0.93,-39664,4
PJT020,2022-07-31,747927,450246,804015,687883,1.79,1.17,116132,1
PJT020,2022-08-31,1272400,968758,721252,897982,0.74,0.8,-176730,1
PJT020,2022-09-30,748622,1116088,518967,603600,0.46,0.86,-84633,4
PJT020,2022-10-31,658018,541129,602336,580586,1.11,1.04,21750,4
PJT020,2022-11-30,868028,570930,705556,668608,1.24,1.06,36948,4
PJT020,2022-12-31,829331,1293642,823559,719083,0.64,1.15,104476,1
PJT020,2023-01-31,1123663,1156186,1048067,1021330,0.91,1.03,26738,4
PJT020,2023-02-28,1553219,1198610,1398037,1279212,1.17,1.09,118826,4
PJT020,2023-03-31,1805790,2223685,1672168,1326567,0.75,1.26,345601,1
PJT020,2023-04-30,1408457,1010151,1084181,1046276,1.07,1.04,37905,1
PJT020,2023-05-31,1538110,1240105,1251234,1489971,1.01,0.84,-238738,3
PJT020,2023-06-30,806475,893417,673743,568917,0.75,1.18,104826,2
PJT020,2023-07-31,1689137,1130110,1485434,1466515,1.31,1.01,18919,1
PJT020,2023-08-31,1442640,1859031,1013624,1014167,0.55,1.0,-542,2
PJT020,2023-09-30,1585165,1800204,1852891,1500227,1.03,1.24,352664,3
PJT020,2023-10-31,1764989,1915180,1353575,1654620,0.71,0.82,-301045,3
PJT020,2023-11-30,1176941,922065,1393474,1135475,1.51,1.23,257999,4
PJT020,2023-12-31,1199465,810478,971879,1128770,1.2,0.86,-156890,3
PJT020,2024-01-31,1852661,1488563,1025594,1784493,0.69,0.57,-758899,4
PJT020,2024-02-29,1084107,1237792,1381644,780524,1.12,1.77,601119,4
PJT020,2024-03-31,1472477,992605,1178534,1385813,1.19,0.85,-207279,1
PJT020,2024-04-30,1150208,1837092,1089532,915967,0.59,1.19,173565,1
PJT020,2024-05-31,830167,789091,662495,598230,0.84,1.11,64265,2
PJT020,2024-06-30,1054361,1122092,1136802,945782,1.01,1.2,191020,4
PJT020,2024-07-31,1563148,950963,1053771,1404497,1.11,0.75,-350726,4
PJT020,2024-08-31,1225984,742105,1402030,1142425,1.89,1.23,259606,2
PJT020,2024-09-30,1322629,881484,1472366,1157451,1.67,1.27,314915,4
PJT020,2024-10-31,1672940,2261392,1911169,1431037,0.85,1.34,480132,3
PJT020,2024-11-30,710487,903141,707914,655549,0.78,1.08,52365,4
PJT020,2024-12-31,754822,600064,915091,698205,1.52,1.31,216886,4
PJT020,2025-01-31,1862343,2530394,1820858,1669106,0.72,1.09,151752,4
PJT020,2025-02-28,1833692,2161568,1844535,1369663,0.85,1.35,474871,1
PJT020,2025-03-31,1210882,1594001,867905,921089,0.54,0.94,-53184,3
PJT020,2025-04-30,970740,816878,652270,803244,0.8,0.81,-150975,4
PJT020,2025-05-31,1861758,2061077,1210769,1346221,0.59,0.9,-135453,3
PJT020,2025-06-30,1544234,1517671,1787397,1386496,1.18,1.29,400901,3
PJT021,2022-01-31,1694362,1477392,1785667,1320279,1.21,1.35,465388,3
PJT021,2022-02-28,1908603,2359747,1449793,1490339,0.61,0.97,-40547,2
PJT021,2022-03-31,786390,1018093,530792,690915,0.52,0.77,-160124,4
PJT021,2022-04-30,896953,1131926,1033246,837222,0.91,1.23,196024,1
PJT021,2022-05-31,1641277,1292871,936690,1493044,0.72,0.63,-556355,1
PJT021,2022-06-30,1052521,1086566,552488,818727,0.51,0.67,-266239,1
PJT021,2022-07-31,550515,814313,382452,477407,0.47,0.8,-94955,1
PJT021,2022-08-31,558469,707495,423555,541366,0.6,0.78,-117811,4
PJT021,2022-09-30,1832177,1695296,2236665,1830065,1.32,1.22,406599,1
PJT021,2022-10-31,1738123,2511365,1215308,1517400,0.48,0.8,-302092,3
PJT021,2022-11-30,600884,417565,780617,479500,1.87,1.63,301116,2
PJT021,2022-12-31,1622276,2281999,1924698,1621122,0.84,1.19,303577,1
PJT021,2023-01-31,862245,552139,714761,637220,1.29,1.12,77541,3
PJT021,2023-02-28,533639,512521,601406,464188,1.17,1.3,137218,1
PJT021,2023-03-31,969167,1215667,664475,682598,0.55,0.97,-18123,4
PJT021,2023-04-30,1646530,2014930,1827388,1171805,0.91,1.56,655584,3
PJT021,2023-05-31,1755679,2141097,1669153,1557962,0.78,1.07,111191,4
PJT021,2023-06-30,1796650,2132509,1733336,1791626,0.81,0.97,-58290,1
PJT021,2023-07-31,1635095,1704250,1742877,1335495,1.02,1.31,407381,3
PJT021,2023-08-31,843313,1009321,1047855,825386,1.04,1.27,222469,3
PJT021,2023-09-30,1012858,1142177,677915,1011530,0.59,0.67,-333616,3
PJT021,2023-10-31,1971677,2463628,2254674,1803158,0.92,1.25,451516,1
PJT021,2023-11-30,1389737,907982,1200471,1254149,1.32,0.96,-53678,2
PJT021,2023-12-31,1516297,1475543,1900457,1137537,1.29,1.67,762920,2
PJT021,2024-01-31,1250539,1614301,1322706,1118722,0.82,1.18,203984,4
PJT021,2024-02-29,912932,690365,920923,803189,1.33,1.15,117733,2
PJT021,2024-03-31,769034,1003696,664551,692383,0.66,0.96,-27832,1
PJT021,2024-04-30,1756051,1351682,904921,1639679,0.67,0.55,-734758,3
PJT021,2024-05-31,1414546,1838400,1655760,1330866,0.9,1.24,324894,3
PJT021,2024-06-30,1941380,2205282,1729375,1593031,0.78,1.09,136344,1
PJT021,2024-07-31,730537,856632,527163,713290,0.62,0.74,-186128,3
PJT021,2024-08-31,1374786,1639900,1077750,983793,0.66,1.1,93957,2
PJT021,2024-09-30,547616,560394,310855,483027,0.55,0.64,-172171,4
PJT021,2024-10-31,1821460,2701069,1871069,1390447,0.69,1.35,480623,1
PJT021,2024-11-30,1794495,2666788,1179563,1653139,0.44,0.71,-473576,3
PJT021,2024-12-31,929779,1304146,1206659,659221,0.93,1.83,547438,1
PJT021,2025-01-31,1846049,2257036,2360554,1549763,1.05,1.52,810791,2
PJT021,2025-02-28,1771082,1173154,1360586,1275365,1.16,1.07,85221,3
PJT021,2025-03-31,1963015,2781541,2320358,1926482,0.83,1.2,393876,3
PJT021,2025-04-30,627655,618615,349496,479050,0.56,0.73,-129554,3
PJT021,2025-05-31,844049,902379,603368,616403,0.67,0.98,-13035,3
PJT021,2025-06-30,751237,561381,960427,696988,1.71,1.38,263439,1
PJT022,2022-01-31,1951642,2029201,1410442,1833544,0.7,0.77,-423103,2
PJT022,2022-02-28,989381,889833,678720,731057,0.76,0.93,-52337,2
PJT022,2022-03-31,884695,845166,919371,635891,1.09,1.45,283479,4
PJT022,2022-04-30,815760,1149426,503763,654887,0.44,0.77,-151125,1
PJT022,2022-05-31,1796988,1356592,1017436,1519105,0.75,0.67,-501669,2
PJT022,2022-06-30,953629,1109460,1090040,706777,0.98,1.54,383263,1
PJT022,2022-07-31,1371049,1515706,843556,1216394,0.56,0.69,-372838,1
PJT022,2022-08-31,910461,990430,515155,762852,0.52,0.68,-247698,2
PJT022,2022-09-30,959695,1365052,523593,792307,0.38,0.66,-268714,4
PJT022,2022-10-31,1187647,1573640,1139464,1069077,0.72,1.07,70388,4
PJT022,2022-11-30,1665574,2435407,1251013,1434737,0.51,0.87,-183723,4
PJT022,2022-12-31,1760162,2797692,2132640,1428266,0.76,1.49,704373,3
PJT022,2023-01-31,792750,863616,866724,672070,1.0,1.29,194654,2
PJT022,2023-02-28,1224771,1761503,966495,1173255,0.55,0.82,-206760,3
PJT022,2023-03-31,1110207,1030531,958322,1031087,0.93,0.93,-72765,3
PJT022,2023-04-30,689003,548735,868940,518576,1.58,1.68,350364,3
PJT022,2023-05-31,1351591,1593951,1205213,1207543,0.76,1.0,-2330,1
PJT022,2023-06-30,844740,973700,673882,758999,0.69,0.89,-85117,1
PJT022,2023-07-31,711835,833472,461423,557789,0.55,0.83,-96366,2
PJT022,2023-08-31,828065,648240,961026,650621,1.48,1.48,310405,2
PJT022,2023-09-30,1890686,2968238,1809402,1404591,0.61,1.29,404811,1
PJT022,2023-10-31,1061822,1484143,842994,770995,0.57,1.09,71999,1
PJT022,2023-11-30,1335177,1929493,1517751,1004770,0.79,1.51,512981,3
PJT022,2023-12-31,1509147,1238261,1018019,1452134,0.82,0.7,-434114,4
PJT022,2024-01-31,874503,754913,437709,840573,0.58,0.52,-402864,4
PJT022,2024-02-29,1688892,2072826,1858141,1259263,0.9,1.48,598878,4
PJT022,2024-03-31,1187485,1129559,682829,1004422,0.6,0.68,-321592,4
PJT022,2024-04-30,1881109,1204021,1379171,1433899,1.15,0.96,-54728,4
PJT022,2024-05-31,857220,1293060,749601,719970,0.58,1.04,29630,3
PJT022,2024-06-30,1640863,1238019,1460060,1360269,1.18,1.07,99792,2
PJT022,2024-07-31,1395366,2231968,1556613,1143307,0.7,1.36,413307,1
PJT022,2024-08-31,1741330,1342057,913103,1325734,0.68,0.69,-412632,3
PJT022,2024-09-30,1010617,1122372,1002637,983514,0.89,1.02,19122,4
PJT022,2024-10-31,1264781,1392873,683228,898593,0.49,0.76,-215366,1
PJT022,2024-11-30,1326740,1377393,1554069,992672,1.13,1.57,561397,3
PJT022,2024-12-31,537457,563814,370836,384220,0.66,0.97,-13383,4
PJT022,2025-01-31,1586897,1129225,1565721,1244627,1.39,1.26,321094,3
PJT022,2025-02-28,760244,744850,867558,621597,1.16,1.4,245961,1
PJT022,2025-03-31,1626154,1179753,1818394,1253895,1.54,1.45,564499,2
PJT022,2025-04-30,1516090,1767429,1884978,1237427,1.07,1.52,647551,4
PJT022,2025-05-31,599248,371028,696018,513807,1.88,1.35,182211,1
PJT022,2025-06-30,1662866,1387538,1290495,1179024,0.93,1.09,111472,1
PJT023,2022-01-31,1942238,2462502,2421125,1514264,0.98,1.6,906861,2
PJT023,2022-02-28,1417195,1811884,1068622,1352618,0.59,0.79,-283996,3
PJT023,2022-03-31,1920742,2852024,2096017,1504401,0.73,1.39,591616,2
PJT023,2022-04-30,922424,1442081,468801,843847,0.33,0.56,-375046,2
PJT023,2022-05-31,1559369,1906624,2014841,1237459,1.06,1.63,777382,3
PJT023,2022-06-30,1009958,685700,862745,786065,1.26,1.1,76680,3
PJT023,2022-07-31,1015080,1456205,1267213,767116,0.87,1.65,500097,3
PJT023,2022-08-31,1058763,1618458,581734,770471,0.36,0.76,-188737,1
PJT023,2022-09-30,744186,889461,461677,737059,0.52,0.63,-275383,1
PJT023,2022-10-31,1170072,1288855,815923,984367,0.63,0.83,-168445,4
PJT023,2022-11-30,1492870,2017132,1646777,1303824,0.82,1.26,342953,4
PJT023,2022-12-31,1856540,2631474,2052662,1330548,0.78,1.54,722114,2
PJT023,2023-01-31,510317,414606,526044,420174,1.27,1.25,105870,2
PJT023,2023-02-28,1103609,1638404,1342486,1073539,0.82,1.25,268947,4
PJT023,2023-03-31,970817,1253379,696373,735086,0.56,0.95,-38713,2
PJT023,2023-04-30,776949,731969,655718,737546,0.9,0.89,-81827,3
PJT023,2023-05-31,679837,907532,628960,534612,0.69,1.18,94348,1
PJT023,2023-06-30,1239229,1115235,1210561,1028750,1.09,1.18,181810,4
PJT023,2023-07-31,746608,535007,699838,724751,1.31,0.97,-24912,1
PJT023,2023-08-31,1015937,1354244,1043295,995076,0.77,1.05,48219,4
PJT023,2023-09-30,1731472,2019944,1775839,1678689,0.88,1.06,97150,1
PJT023,2023-10-31,1099278,1018805,559147,1042078,0.55,0.54,-482931,4
PJT023,2023-11-30,1701471,1198609,1635940,1427865,1.36,1.15,208075,1
PJT023,2023-12-31,678064,1071726,455494,488321,0.43,0.93,-32827,3
PJT023,2024-01-31,1392271,1864065,732272,1249724,0.39,0.59,-517452,4
PJT023,2024-02-29,1298438,913146,828428,1130150,0.91,0.73,-301722,4
PJT023,2024-03-31,944536,1452995,1090932,939880,0.75,1.16,151052,4
PJT023,2024-04-30,889506,1396279,751621,715390,0.54,1.05,36231,3
PJT023,2024-05-31,575524,375682,606378,481932,1.61,1.26,124446,1
PJT023,2024-06-30,839782,1019471,589768,733373,0.58,0.8,-143605,4
PJT023,2024-07-31,1038813,1478805,1201447,875933,0.81,1.37,325514,1
PJT023,2024-08-31,1026229,987806,1174592,819396,1.19,1.43,355196,3
PJT023,2024-09-30,813589,557055,710552,687190,1.28,1.03,23362,2
PJT023,2024-10-31,1761363,1446500,1417533,1660123,0.98,0.85,-242590,4
PJT023,2024-11-30,1735435,1708729,1505142,1372705,0.88,1.1,132437,3
PJT023,2024-12-31,1898832,1364584,2367843,1718747,1.74,1.38,649096,1
PJT023,2025-01-31,1297358,820785,1142294,1066849,1.39,1.07,75445,4
PJT023,2025-02-28,741828,932040,947256,644394,1.02,1.47,302862,1
PJT023,2025-03-31,1572130,1050891,1311366,1155370,1.25,1.14,155996,2
PJT023,2025-04-30,1419194,2183404,1460950,1026135,0.67,1.42,434814,4
PJT023,2025-05-31,1031999,1187484,848888,980496,0.71,0.87,-131608,4
PJT023,2025-06-30,1722007,2086781,1375481,1337312,0.66,1.03,38169,1
PJT024,2022-01-31,658811,629098,547168,594740,0.87,0.92,-47572,4
PJT024,2022-02-28,1487240,996611,1213896,1122172,1.22,1.08,91724,3
PJT024,2022-03-31,735219,1049380,392263,607111,0.37,0.65,-214848,3
PJT024,2022-04-30,752305,1112908,711404,578835,0.64,1.23,132570,2
PJT024,2022-05-31,1253641,1669206,1587729,960457,0.95,1.65,627273,3
PJT024,2022-06-30,1829273,2806661,2255743,1629195,0.8,1.38,626548,2
PJT024,2022-07-31,1444731,1449369,1591976,1241585,1.1,1.28,350391,1
PJT024,2022-08-31,1516157,1559304,1645329,1436318,1.06,1.15,209011,1
PJT024,2022-09-30,719654,1031214,670889,686118,0.65,0.98,-15230,2
PJT024,2022-10-31,1146953,1122913,1413101,889291,1.26,1.59,523811,3
PJT024,2022-11-30,1766318,1914726,1609604,1399879,0.84,1.15,209725,3
PJT024,2022-12-31,1359563,1257883,722493,1062634,0.57,0.68,-340141,2
PJT024,2023-01-31,509569,804280,648476,417106,0.81,1.55,231370,2
PJT024,2023-02-28,1592556,1506249,1651281,1499597,1.1,1.1,151684,1
PJT024,2023-03-31,1920134,1920542,2163297,1497280,1.13,1.44,666018,2
PJT024,2023-04-30,1985498,1242465,1951394,1782683,1.57,1.09,168710,3
PJT024,2023-05-31,1532068,1103683,1916348,1155723,1.74,1.66,760624,2
PJT024,2023-06-30,1434130,1179825,1069536,1238999,0.91,0.86,-169463,2
PJT024,2023-07-31,1125790,855854,716846,929276,0.84,0.77,-212430,2
PJT024,2023-08-31,1635924,2450557,928063,1338074,0.38,0.69,-410010,1
PJT024,2023-09-30,650368,401012,669473,572802,1.67,1.17,96671,2
PJT024,2023-10-31,744529,620798,386385,707663,0.62,0.55,-321277,4
PJT024,2023-11-30,1962036,1442998,1344348,1884580,0.93,0.71,-540232,4
PJT024,2023-12-31,1889696,1926785,1021377,1345119,0.53,0.76,-323742,4
PJT024,2024-01-31,1360925,1351256,711657,1190776,0.53,0.6,-479119,3
PJT024,2024-02-29,516954,717207,385206,368111,0.54,1.05,17095,3
PJT024,2024-03-31,1382528,1379327,1768309,1193481,1.28,1.48,574829,2
PJT024,2024-04-30,912859,1195333,654696,886635,0.55,0.74,-231939,4
PJT024,2024-05-31,1062083,1221256,574012,879231,0.47,0.65,-305219,1
PJT024,2024-06-30,1748545,2457841,1188058,1342575,0.48,0.88,-154517,4
PJT024,2024-07-31,1725958,2641403,994650,1441205,0.38,0.69,-446555,4
PJT024,2024-08-31,1006181,1479779,570324,768056,0.39,0.74,-197733,3
PJT024,2024-09-30,1628703,1060764,1456106,1356110,1.37,1.07,99996,3
PJT024,2024-10-31,1001602,996165,925432,749609,0.93,1.23,175823,1
PJT024,2024-11-30,1357994,1908568,1504832,1013294,0.79,1.49,491538,3
PJT024,2024-12-31,723874,628449,571035,595413,0.91,0.96,-24378,1
PJT024,2025-01-31,1519546,997856,801922,1242340,0.8,0.65,-440418,3
PJT024,2025-02-28,1545746,1226449,1566155,1202510,1.28,1.3,363645,4
PJT024,2025-03-31,1829129,2735810,1349586,1406597,0.49,0.96,-57011,4
PJT024,2025-04-30,1116956,938837,1159296,1058673,1.23,1.1,100624,1
PJT024,2025-05-31,1509638,2150254,1234271,1127541,0.57,1.09,106729,1
PJT024,2025-06-30,1606926,1543412,1666409,1255320,1.08,1.33,411090,3
PJT025,2022-01-31,621844,990338,388629,619684,0.39,0.63,-231056,3
PJT025,2022-02-28,1965920,2740135,2020058,1716921,0.74,1.18,303137,1
PJT025,2022-03-31,1799152,1600237,1572720,1593720,0.98,0.99,-21000,1
PJT025,2022-04-30,1116786,1147482,853479,970788,0.74,0.88,-117309,4
PJT025,2022-05-31,1775862,1423404,2215470,1610221,1.56,1.38,605249,4
PJT025,2022-06-30,1734910,2005887,1949368,1222869,0.97,1.59,726499,1
PJT025,2022-07-31,1727571,1105885,2093696,1723405,1.89,1.21,370291,4
PJT025,2022-08-31,941101,762592,1046778,730208,1.37,1.43,316570,2
PJT025,2022-09-30,1798344,1263952,1080380,1787096,0.85,0.6,-706715,3
PJT025,2022-10-31,1510758,2185897,1147366,1364132,0.52,0.84,-216766,4
PJT025,2022-11-30,1391363,1674018,1455402,1214114,0.87,1.2,241288,2
PJT025,2022-12-31,1143594,1001700,1274953,878145,1.27,1.45,396808,1
PJT025,2023-01-31,1538531,1282109,1538938,1421793,1.2,1.08,117145,4
PJT025,2023-02-28,828071,546480,500800,730192,0.92,0.69,-229392,1
PJT025,2023-03-31,1774170,1144334,1929092,1423586,1.69,1.36,505506,3
PJT025,2023-04-30,1217793,1861834,932314,1022460,0.5,0.91,-90146,1
PJT025,2023-05-31,520524,354788,367944,368716,1.04,1.0,-772,2
PJT025,2023-06-30,1447063,1485263,1358092,1088762,0.91,1.25,269330,1
PJT025,2023-07-31,943898,1192921,1200867,675005,1.01,1.78,525862,2
PJT025,2023-08-31,1835576,2160255,1745882,1560393,0.81,1.12,185489,4
PJT025,2023-09-30,604091,416748,592450,484655,1.42,1.22,107795,4
PJT025,2023-10-31,1875902,1888265,1152977,1715354,0.61,0.67,-562378,2
PJT025,2023-11-30,940030,1057976,994802,911904,0.94,1.09,82898,3
PJT025,2023-12-31,1688287,2154864,1762076,1660898,0.82,1.06,101178,3
PJT025,2024-01-31,943736,567291,677191,722305,1.19,0.94,-45114,3
PJT025,2024-02-29,1492752,1841625,1455088,1052201,0.79,1.38,402888,4
PJT025,2024-03-31,1593167,1471338,1644220,1381234,1.12,1.19,262986,4
PJT025,2024-04-30,1014096,744931,583648,962839,0.78,0.61,-379191,3
PJT025,2024-05-31,1877596,2346597,1094164,1540771,0.47,0.71,-446607,1
PJT025,2024-06-30,1593409,2198619,947401,1115401,0.43,0.85,-168000,3
PJT025,2024-07-31,1568206,1500139,1103366,1103812,0.74,1.0,-446,1
PJT025,2024-08-31,1310449,1901659,1659167,1139728,0.87,1.46,519438,3
PJT025,2024-09-30,1271692,871181,1194244,1035149,1.37,1.15,159094,1
PJT025,2024-10-31,1410703,1394799,976544,1027682,0.7,0.95,-51138,4
PJT025,2024-11-30,972378,677402,623797,968683,0.92,0.64,-344886,3
PJT025,2024-12-31,1166155,1319938,1398098,1164605,1.06,1.2,233492,3
PJT025,2025-01-31,1374072,1940840,1046428,1087884,0.54,0.96,-41456,2
PJT025,2025-02-28,1104056,1404919,1154570,877251,0.82,1.32,277318,3
