ProjectID,Date,BudgetAmount,ActualCost,EarnedValue,PlannedValue,CPI,SPI,ScheduleVariance,StatusID,StatusName
PJT015,2025-05-31,665631,650280,811276,518474,1.25,1.56,292802,1,On Track
PJT015,2025-06-30,1743473,1372432,975073,1574965,0.71,0.62,-599892,3,Delayed
PJT016,2022-01-31,1166814,773948,656251,982839,0.85,0.67,-326589,3,Delayed
PJT016,2022-02-28,519485,471645,376146,448083,0.8,0.84,-71937,1,On Track
PJT016,2022-03-31,1857443,1670788,2125685,1632294,1.27,1.3,493392,3,Delayed
PJT016,2022-04-30,1375879,1613511,1299128,1235983,0.81,1.05,63145,1,On Track
PJT016,2022-05-31,1188456,1651794,1255255,1061576,0.76,1.18,193678,1,On Track
PJT016,2022-06-30,883788,1254348,1069033,748794,0.85,1.43,320239,1,On Track
PJT016,2022-07-31,1245717,1952992,1606967,875146,0.82,1.84,731820,1,On Track
PJT016,2022-08-31,967665,988100,819390,827801,0.83,0.99,-8411,1,On Track
PJT016,2022-09-30,776778,509410,500767,727607,0.98,0.69,-226840,1,On Track
PJT016,2022-10-31,1134565,1469608,946698,997993,0.64,0.95,-51295,3,Delayed
PJT016,2022-11-30,1725472,1697190,1827934,1635440,1.08,1.12,192494,1,On Track
PJT016,2022-12-31,1325268,823502,1213070,1124964,1.47,1.08,88106,1,On Track
PJT016,2023-01-31,1809961,1625577,1095167,1674680,0.67,0.65,-579512,1,On Track
PJT016,2023-02-28,1094341,673243,748788,1059665,1.11,0.71,-310878,1,On Track
PJT016,2023-03-31,1443572,2251826,1620413,1100084,0.72,1.47,520329,4,Completed
PJT016,2023-04-30,1660199,1927271,1857017,1307260,0.96,1.42,549756,1,On Track
PJT016,2023-05-31,1587007,1063312,1414215,1393384,1.33,1.01,20831,1,On Track
PJT016,2023-06-30,609692,585625,525838,466960,0.9,1.13,58879,1,On Track
PJT016,2023-07-31,1124641,981834,1120526,1091772,1.14,1.03,28754,4,Completed
PJT016,2023-08-31,899423,896416,1078931,787738,1.2,1.37,291193,3,Delayed
PJT016,2023-09-30,777271,545497,495425,658805,0.91,0.75,-163381,1,On Track
PJT016,2023-10-31,733506,1124992,773781,691441,0.69,1.12,82340,1,On Track
PJT016,2023-11-30,716247,1094258,469786,640717,0.43,0.73,-170931,1,On Track
PJT016,2023-12-31,939067,1090460,757896,754139,0.7,1.0,3757,1,On Track
PJT016,2024-01-31,715163,770909,759865,712864,0.99,1.07,47001,1,On Track
PJT016,2024-02-29,860124,939757,877348,805162,0.93,1.09,72186,2,At Risk
PJT016,2024-03-31,966408,1075953,1175137,905753,1.09,1.3,269384,2,At Risk
PJT016,2024-04-30,564521,547678,512121,537384,0.94,0.95,-25263,3,Delayed
PJT016,2024-05-31,1691609,2487715,1622562,1275515,0.65,1.27,347047,1,On Track
PJT016,2024-06-30,1889665,1816868,2192992,1888168,1.21,1.16,304825,1,On Track
PJT016,2024-07-31,1529356,2355020,1565221,1245345,0.66,1.26,319877,1,On Track
PJT016,2024-08-31,1067902,1291253,859552,999574,0.67,0.86,-140021,4,Completed
PJT016,2024-09-30,1504424,1710888,859040,1075959,0.5,0.8,-216919,3,Delayed
PJT016,2024-10-31,1794978,1544775,2316186,1350354,1.5,1.72,965832,1,On Track
PJT016,2024-11-30,918767,1301355,950013,776193,0.73,1.22,173821,2,At Risk
PJT016,2024-12-31,1573105,1379090,1961077,1158410,1.42,1.69,802667,1,On Track
PJT016,2025-01-31,566909,587081,680440,507414,1.16,1.34,173027,1,On Track
PJT016,2025-02-28,887750,1349958,618665,727636,0.46,0.85,-108971,1,On Track
PJT016,2025-03-31,1233841,1580271,1035734,885301,0.66,1.17,150433,2,At Risk
PJT016,2025-04-30,1782257,1789338,1523758,1538908,0.85,0.99,-15150,1,On Track
PJT016,2025-05-31,545046,605904,322382,482072,0.53,0.67,-159690,3,Delayed
PJT016,2025-06-30,1758612,1862617,1596615,1608972,0.86,0.99,-12357,1,On Track
PJT017,2022-01-31,1738786,1508764,1212232,1257169,0.8,0.96,-44937,1,On Track
PJT017,2022-02-28,1495751,981930,937436,1424970,0.95,0.66,-487534,1,On Track
PJT017,2022-03-31,734546,740987,382687,656893,0.52,0.58,-274206,1,On Track
PJT017,2022-04-30,544308,802874,616510,394345,0.77,1.56,222165,3,Delayed
PJT017,2022-05-31,1370191,1561342,1263233,1252924,0.81,1.01,10309,1,On Track
PJT017,2022-06-30,1605043,997346,863439,1447020,0.87,0.6,-583581,2,At Risk
PJT017,2022-07-31,1697077,2333328,924889,1297840,0.4,0.71,-372951,2,At Risk
PJT017,2022-08-31,1368243,1832618,1629420,1318879,0.89,1.24,310541,2,At Risk
PJT017,2022-09-30,894120,1338017,731228,830561,0.55,0.88,-99333,1,On Track
PJT017,2022-10-31,1397690,2105243,1355145,1006328,0.64,1.35,348816,1,On Track
PJT017,2022-11-30,1462895,1451218,1548341,1368662,1.07,1.13,179679,2,At Risk
PJT017,2022-12-31,665904,833020,452953,662882,0.54,0.68,-209930,2,At Risk
PJT017,2023-01-31,1831095,1419384,1345025,1586299,0.95,0.85,-241273,1,On Track
PJT017,2023-02-28,514067,496294,292663,450432,0.59,0.65,-157769,1,On Track
PJT017,2023-03-31,1919225,2999573,1669118,1558033,0.56,1.07,111085,2,At Risk
PJT017,2023-04-30,1814538,1996720,1404954,1275990,0.7,1.1,128964,1,On Track
PJT017,2023-05-31,989690,1064905,1109728,927668,1.04,1.2,182060,1,On Track
PJT017,2023-06-30,1510639,1551800,1897596,1322946,1.22,1.43,574651,1,On Track
PJT017,2023-07-31,1235040,767782,1140751,893940,1.49,1.28,246810,1,On Track
PJT017,2023-08-31,1929303,2629230,2413122,1569624,0.92,1.54,843498,1,On Track
PJT017,2023-09-30,733849,504133,742915,690682,1.47,1.08,52234,2,At Risk
PJT017,2023-10-31,893912,1269160,932592,635325,0.73,1.47,297268,3,Delayed
PJT017,2023-11-30,1662962,1166820,2067990,1356867,1.77,1.52,711123,1,On Track
PJT017,2023-12-31,1461435,2252095,1502111,1122096,0.67,1.34,380015,1,On Track
PJT017,2024-01-31,797571,697335,965319,559552,1.38,1.73,405768,1,On Track
PJT017,2024-02-29,550336,414461,482264,490277,1.16,0.98,-8013,1,On Track
PJT017,2024-03-31,949350,1360414,1076157,791135,0.79,1.36,285023,1,On Track
PJT017,2024-04-30,1640304,2010290,868221,1600130,0.43,0.54,-731910,1,On Track
PJT017,2024-05-31,1292991,1086996,1169471,917559,1.08,1.27,251912,2,At Risk
PJT017,2024-06-30,1756167,2697575,1035042,1656727,0.38,0.62,-621685,1,On Track
PJT017,2024-07-31,1152951,1279383,605819,864167,0.47,0.7,-258348,1,On Track
PJT017,2024-08-31,1517946,2176534,1159520,1340270,0.53,0.87,-180750,3,Delayed
PJT017,2024-09-30,1146941,1626620,1185713,843949,0.73,1.4,341764,2,At Risk
PJT017,2024-10-31,1129648,1511591,1124011,803756,0.74,1.4,320255,1,On Track
PJT017,2024-11-30,1706548,1684411,1114317,1338268,0.66,0.83,-223951,1,On Track
PJT017,2024-12-31,1212160,845281,920837,954298,1.09,0.96,-33460,1,On Track
PJT017,2025-01-31,1979242,2957975,1111382,1792503,0.38,0.62,-681120,1,On Track
PJT017,2025-02-28,1216413,1013632,689053,1160791,0.68,0.59,-471738,1,On Track
PJT017,2025-03-31,1652082,1733826,1399810,1205950,0.81,1.16,193860,1,On Track
PJT017,2025-04-30,999379,1130318,647171,977173,0.57,0.66,-330002,1,On Track
PJT017,2025-05-31,925160,1470685,938344,822118,0.64,1.14,116226,1,On Track
PJT017,2025-06-30,928815,1434740,939125,688749,0.65,1.36,250376,1,On Track
PJT018,2022-01-31,1777736,1851952,1220729,1604172,0.66,0.76,-383442,1,On Track
PJT018,2022-02-28,673607,909396,738507,547097,0.81,1.35,191410,3,Delayed
PJT018,2022-03-31,1526626,1313747,1268539,1266575,0.97,1.0,1964,1,On Track
PJT018,2022-04-30,1028811,995931,657792,755234,0.66,0.87,-97442,3,Delayed
PJT018,2022-05-31,1753050,1408908,1837925,1695823,1.3,1.08,142102,1,On Track
PJT018,2022-06-30,1276543,1646892,1142709,1271967,0.69,0.9,-129258,1,On Track
PJT018,2022-07-31,974119,1550160,1132787,820610,0.73,1.38,312178,2,At Risk
PJT018,2022-08-31,946167,728846,1073995,678413,1.47,1.58,395583,1,On Track
PJT018,2022-09-30,1229497,1581147,1023651,946237,0.65,1.08,77414,4,Completed
PJT018,2022-10-31,1475132,1069663,1699093,1165673,1.59,1.46,533419,1,On Track
PJT018,2022-11-30,1173722,1155787,715452,1018938,0.62,0.7,-303485,1,On Track
PJT018,2022-12-31,1538580,1620686,1396152,1347760,0.86,1.04,48392,1,On Track
PJT018,2023-01-31,1596033,2378152,1395011,1408002,0.59,0.99,-12991,1,On Track
PJT018,2023-02-28,1121823,822229,1329679,876962,1.62,1.52,452718,1,On Track
PJT018,2023-03-31,650874,902721,639637,479743,0.71,1.33,159894,2,At Risk
PJT018,2023-04-30,828216,513546,656866,745010,1.28,0.88,-88143,3,Delayed
PJT018,2023-05-31,963052,681720,1126405,925371,1.65,1.22,201034,1,On Track
PJT018,2023-06-30,1163601,1014030,847835,874301,0.84,0.97,-26466,1,On Track
PJT018,2023-07-31,1093572,1184247,1331415,881568,1.12,1.51,449848,3,Delayed
PJT018,2023-08-31,1588119,956922,1823989,1464588,1.91,1.25,359401,2,At Risk
PJT018,2023-09-30,955659,1301012,627276,803210,0.48,0.78,-175934,1,On Track
PJT018,2023-10-31,1616824,2376638,1081212,1392203,0.45,0.78,-310991,3,Delayed
PJT018,2023-11-30,1597627,2421878,1832320,1387035,0.76,1.32,445285,1,On Track
PJT018,2023-12-31,689680,595673,779352,559407,1.31,1.39,219945,1,On Track
PJT018,2024-01-31,1367129,1709823,1687963,1181831,0.99,1.43,506133,2,At Risk
PJT018,2024-02-29,657321,905018,840519,581684,0.93,1.44,258834,2,At Risk
PJT018,2024-03-31,1124257,735522,911204,852414,1.24,1.07,58790,1,On Track
PJT018,2024-04-30,1418209,1272172,910963,1189267,0.72,0.77,-278305,3,Delayed
PJT018,2024-05-31,572950,763578,715482,417625,0.94,1.71,297857,1,On Track
PJT018,2024-06-30,585457,857768,466339,544862,0.54,0.86,-78523,1,On Track
PJT018,2024-07-31,1758585,1219793,1439878,1666003,1.18,0.86,-226125,1,On Track
PJT018,2024-08-31,679713,698241,880150,582706,1.26,1.51,297444,1,On Track
PJT018,2024-09-30,1071889,744581,1054175,773429,1.42,1.36,280746,3,Delayed
PJT018,2024-10-31,574040,495441,478874,430421,0.97,1.11,48453,1,On Track
PJT018,2024-11-30,1844820,2751860,996748,1671571,0.36,0.6,-674823,4,Completed
PJT018,2024-12-31,827607,876422,580866,652666,0.66,0.89,-71800,1,On Track
PJT018,2025-01-31,1910015,2426641,1684232,1376681,0.69,1.22,307552,1,On Track
PJT018,2025-02-28,545569,688999,680276,463374,0.99,1.47,216902,2,At Risk
PJT018,2025-03-31,751446,989259,953240,597869,0.96,1.59,355371,1,On Track
PJT018,2025-04-30,1947369,2683903,1526618,1875594,0.57,0.81,-348976,4,Completed
PJT018,2025-05-31,1142975,1735432,908851,877702,0.52,1.04,31149,1,On Track
PJT018,2025-06-30,839624,1092212,829358,624213,0.76,1.33,205145,4,Completed
PJT019,2022-01-31,1228015,788275,1452745,1207507,1.84,1.2,245238,1,On Track
PJT019,2022-02-28,1673611,2343105,2058341,1333697,0.88,1.54,724645,1,On Track
PJT019,2022-03-31,1287920,1120592,907172,1238097,0.81,0.73,-330926,1,On Track
PJT019,2022-04-30,1498790,1667842,1667100,1337458,1.0,1.25,329642,1,On Track
PJT019,2022-05-31,1558153,2073482,1326929,1400188,0.64,0.95,-73259,1,On Track
PJT019,2022-06-30,1180644,1037215,1416385,1004845,1.37,1.41,411540,1,On Track
PJT019,2022-07-31,689813,989078,751323,592494,0.76,1.27,158828,1,On Track
PJT019,2022-08-31,1256254,1965342,1127771,1044930,0.57,1.08,82840,2,At Risk
PJT019,2022-09-30,1297425,1260429,1536522,922383,1.22,1.67,614140,3,Delayed
PJT019,2022-10-31,876761,936208,480807,672079,0.51,0.72,-191273,2,At Risk
PJT019,2022-11-30,1724381,2737097,2150370,1546398,0.79,1.39,603971,3,Delayed
PJT019,2022-12-31,1647417,2268787,973282,1388197,0.43,0.7,-414915,2,At Risk
PJT019,2023-01-31,1486130,2146942,1087131,1385310,0.51,0.78,-298179,1,On Track
PJT019,2023-02-28,1342215,992240,1219609,984140,1.23,1.24,235468,3,Delayed
PJT019,2023-03-31,1803664,1400964,1759111,1638414,1.26,1.07,120697,2,At Risk
PJT019,2023-04-30,926614,878655,1151698,720721,1.31,1.6,430977,1,On Track
PJT019,2023-05-31,1209685,930508,764207,1127669,0.82,0.68,-363461,1,On Track
PJT019,2023-06-30,1845596,1535184,1046437,1714796,0.68,0.61,-668359,3,Delayed
PJT019,2023-07-31,873820,561732,809522,748068,1.44,1.08,61454,2,At Risk
PJT019,2023-08-31,1272531,1865933,1621363,1242001,0.87,1.31,379362,1,On Track
PJT019,2023-09-30,782944,554370,484467,617015,0.87,0.79,-132548,1,On Track
PJT019,2023-10-31,1778205,1405898,2263108,1550922,1.61,1.46,712186,1,On Track
PJT019,2023-11-30,1342477,1468054,927814,1104170,0.63,0.84,-176356,1,On Track
PJT019,2023-12-31,1043172,666350,1203244,1005692,1.81,1.2,197552,1,On Track
PJT019,2024-01-31,628296,564003,595551,449061,1.06,1.33,146490,1,On Track
PJT019,2024-02-29,1752988,1614532,1715614,1489901,1.06,1.15,225713,1,On Track
PJT019,2024-03-31,1740622,1727872,1649427,1535786,0.95,1.07,113641,3,Delayed
PJT019,2024-04-30,704120,1121814,708349,677932,0.63,1.04,30417,4,Completed
PJT019,2024-05-31,1753559,1395053,2046482,1726159,1.47,1.19,320322,1,On Track
PJT019,2024-06-30,1939647,2938483,987455,1626350,0.34,0.61,-638895,1,On Track
PJT019,2024-07-31,1173962,1769440,796894,1008521,0.45,0.79,-211626,1,On Track
PJT019,2024-08-31,1468487,1345961,1371274,1115011,1.02,1.23,256263,1,On Track
PJT019,2024-09-30,1518245,1464946,769843,1279368,0.53,0.6,-509525,1,On Track
PJT019,2024-10-31,648125,608744,778417,538132,1.28,1.45,240285,1,On Track
PJT019,2024-11-30,791071,1156623,879362,716464,0.76,1.23,162898,2,At Risk
PJT019,2024-12-31,1649210,2566195,2022053,1379509,0.79,1.47,642545,2,At Risk
PJT019,2025-01-31,771258,937102,877287,735886,0.94,1.19,141401,1,On Track
PJT019,2025-02-28,1401183,1200002,837033,1051817,0.7,0.8,-214784,1,On Track
PJT019,2025-03-31,1878355,1953146,973061,1693932,0.5,0.57,-720871,1,On Track
PJT019,2025-04-30,1480048,2351509,907707,1061333,0.39,0.86,-153626,1,On Track
PJT019,2025-05-31,945166,1275464,1049552,763380,0.82,1.37,286172,1,On Track
PJT019,2025-06-30,1837334,1981876,1620117,1474600,0.82,1.1,145517,3,Delayed
PJT020,2022-01-31,1736766,2432782,1442581,1444393,0.59,1.0,-1813,2,At Risk
PJT020,2022-02-28,666781,867154,711355,537078,0.82,1.32,174277,1,On Track
PJT020,2022-03-31,710601,681868,572175,546092,0.84,1.05,26083,2,At Risk
PJT020,2022-04-30,704990,592893,643205,533989,1.08,1.2,109216,1,On Track
PJT020,2022-05-31,1328653,1409528,1471733,1324071,1.04,1.11,147662,1,On Track
PJT020,2022-06-30,1639126,2346240,2108128,1279302,0.9,1.65,828827,2,At Risk
PJT020,2022-07-31,1658637,2485660,1749466,1401060,0.7,1.25,348406,1,On Track
PJT020,2022-08-31,1225832,1453028,1501270,875905,1.03,1.71,625365,1,On Track
PJT020,2022-09-30,1141679,1676718,944162,864205,0.56,1.09,79956,1,On Track
PJT020,2022-10-31,1190140,1548192,736333,1095192,0.48,0.67,-358858,3,Delayed
PJT020,2022-11-30,1908842,1236223,2380384,1895525,1.93,1.26,484859,2,At Risk
PJT020,2022-12-31,1934940,1854487,1044109,1362923,0.56,0.77,-318814,4,Completed
PJT020,2023-01-31,1420491,2175259,797309,1104153,0.37,0.72,-306844,1,On Track
PJT020,2023-02-28,561053,458482,296208,457925,0.65,0.65,-161717,1,On Track
PJT020,2023-03-31,981533,1169181,619300,877359,0.53,0.71,-258059,3,Delayed
PJT020,2023-04-30,1461869,1115617,1316577,1263413,1.18,1.04,53164,1,On Track
PJT020,2023-05-31,883639,561020,556562,670589,0.99,0.83,-114027,3,Delayed
PJT020,2023-06-30,1275125,823521,751872,943704,0.91,0.8,-191831,1,On Track
PJT020,2023-07-31,903502,880528,711870,831629,0.81,0.86,-119759,2,At Risk
PJT020,2023-08-31,1930591,3011189,1146841,1616100,0.38,0.71,-469259,1,On Track
PJT020,2023-09-30,1023409,778682,1094144,730612,1.41,1.5,363532,2,At Risk
PJT020,2023-10-31,1938246,1911654,1687803,1705556,0.88,0.99,-17752,1,On Track
PJT020,2023-11-30,1631208,1177594,1734509,1326300,1.47,1.31,408209,1,On Track
PJT020,2023-12-31,1802922,2058422,1734114,1507969,0.84,1.15,226145,1,On Track
PJT020,2024-01-31,1973033,1584350,1915553,1585560,1.21,1.21,329993,1,On Track
PJT020,2024-02-29,571234,643153,521626,455936,0.81,1.14,65689,1,On Track
PJT020,2024-03-31,1257609,1183833,883924,1069250,0.75,0.83,-185327,3,Delayed
PJT020,2024-04-30,516563,410787,364606,378810,0.89,0.96,-14204,4,Completed
PJT020,2024-05-31,578918,848139,692160,536296,0.82,1.29,155864,1,On Track
PJT020,2024-06-30,1705175,1390388,1517149,1357220,1.09,1.12,159929,1,On Track
PJT020,2024-07-31,1814582,2015102,1721523,1438798,0.85,1.2,282725,1,On Track
PJT020,2024-08-31,504021,513528,492543,471567,0.96,1.04,20975,1,On Track
PJT020,2024-09-30,994908,1352582,940963,736054,0.7,1.28,204909,4,Completed
PJT020,2024-10-31,1878729,2105479,980844,1488330,0.47,0.66,-507486,1,On Track
PJT020,2024-11-30,992739,745392,766326,714660,1.03,1.07,51666,4,Completed
PJT020,2024-12-31,698159,1082649,498601,554565,0.46,0.9,-55964,1,On Track
PJT020,2025-01-31,1498871,1232824,1739392,1392558,1.41,1.25,346834,1,On Track
PJT020,2025-02-28,1533319,1878863,850084,1418251,0.45,0.6,-568167,3,Delayed
PJT020,2025-03-31,1909924,2881144,1612410,1379498,0.56,1.17,232912,1,On Track
PJT020,2025-04-30,1662953,2543393,1866495,1640578,0.73,1.14,225917,4,Completed
PJT020,2025-05-31,884484,793160,1066738,808886,1.34,1.32,257851,2,At Risk
PJT020,2025-06-30,1632799,1536606,925244,1509304,0.6,0.61,-584060,3,Delayed
PJT021,2022-01-31,1852196,2561570,1198115,1435613,0.47,0.83,-237498,3,Delayed
PJT021,2022-02-28,867534,740767,513323,683474,0.69,0.75,-170151,1,On Track
PJT021,2022-03-31,675153,560456,610838,557972,1.09,1.09,52866,1,On Track
PJT021,2022-04-30,1420212,1491014,1339935,1215530,0.9,1.1,124405,1,On Track
PJT021,2022-05-31,553802,609800,644425,465485,1.06,1.38,178939,1,On Track
PJT021,2022-06-30,1537109,1917329,1870551,1382341,0.98,1.35,488210,1,On Track
PJT021,2022-07-31,1132169,1532697,1111559,842693,0.73,1.32,268866,2,At Risk
PJT021,2022-08-31,856627,674439,990204,677722,1.47,1.46,312482,1,On Track
PJT021,2022-09-30,1032000,770300,1173271,724058,1.52,1.62,449213,1,On Track
PJT021,2022-10-31,1261779,1785786,873313,1000079,0.49,0.87,-126766,1,On Track
PJT021,2022-11-30,1477812,1851065,1304840,1375336,0.7,0.95,-70496,3,Delayed
PJT021,2022-12-31,1412494,1000888,1398197,1094148,1.4,1.28,304049,1,On Track
PJT021,2023-01-31,1630019,2163340,1475938,1450945,0.68,1.02,24994,2,At Risk
PJT021,2023-02-28,1879512,2699268,1469628,1592766,0.54,0.92,-123138,4,Completed
PJT021,2023-03-31,1884281,1765154,988146,1751442,0.56,0.56,-763296,1,On Track
PJT021,2023-04-30,1974391,1325228,1366584,1398053,1.03,0.98,-31470,1,On Track
PJT021,2023-05-31,1043140,1147221,1000744,1026297,0.87,0.98,-25553,1,On Track
PJT021,2023-06-30,765561,784117,781117,655153,1.0,1.19,125964,4,Completed
PJT021,2023-07-31,1757745,2682296,1994139,1417239,0.74,1.41,576900,1,On Track
PJT021,2023-08-31,1820967,1907781,1484303,1595708,0.78,0.93,-111406,2,At Risk
PJT021,2023-09-30,1952850,2318235,1196925,1878939,0.52,0.64,-682014,2,At Risk
PJT021,2023-10-31,1152896,1159145,809900,1035913,0.7,0.78,-226013,3,Delayed
PJT021,2023-11-30,954655,1513694,964940,788643,0.64,1.22,176297,2,At Risk
PJT021,2023-12-31,1398507,1204169,1813719,1018972,1.51,1.78,794747,1,On Track
PJT021,2024-01-31,852576,951421,984247,762679,1.03,1.29,221568,1,On Track
PJT021,2024-02-29,1899951,2834609,2401331,1712621,0.85,1.4,688710,1,On Track
PJT021,2024-03-31,1391204,846446,1363686,1345427,1.61,1.01,18259,1,On Track
PJT021,2024-04-30,564584,469365,298555,507212,0.64,0.59,-208657,1,On Track
PJT021,2024-05-31,1987382,1258876,2001863,1702113,1.59,1.18,299750,1,On Track
PJT021,2024-06-30,1610772,1175904,1505812,1528911,1.28,0.98,-23099,1,On Track
PJT021,2024-07-31,1492865,1906597,1166043,1262031,0.61,0.92,-95988,1,On Track
PJT021,2024-08-31,1767242,1486524,1159382,1313065,0.78,0.88,-153682,1,On Track
PJT021,2024-09-30,862486,1029849,639329,638735,0.62,1.0,594,1,On Track
PJT021,2024-10-31,591904,611185,423644,441821,0.69,0.96,-18177,3,Delayed
PJT021,2024-11-30,1064717,910642,1303115,867292,1.43,1.5,435824,1,On Track
PJT021,2024-12-31,1899536,1898616,2390405,1761234,1.26,1.36,629172,1,On Track
PJT021,2025-01-31,1218064,1546799,1233440,1040203,0.8,1.19,193237,1,On Track
PJT021,2025-02-28,1778128,1965684,1181293,1557704,0.6,0.76,-376410,4,Completed
PJT021,2025-03-31,554684,836390,530571,550020,0.63,0.96,-19449,1,On Track
PJT021,2025-04-30,873399,990144,1127364,866591,1.14,1.3,260773,3,Delayed
PJT021,2025-05-31,1008161,1229013,651728,786148,0.53,0.83,-134420,2,At Risk
PJT021,2025-06-30,907167,753259,752677,673183,1.0,1.12,79494,1,On Track
PJT022,2022-01-31,799917,1197579,536037,700503,0.45,0.77,-164466,1,On Track
PJT022,2022-02-28,1169233,769977,1422854,1004062,1.85,1.42,418792,1,On Track
PJT022,2022-03-31,1098007,1172635,754506,915819,0.64,0.82,-161313,2,At Risk
PJT022,2022-04-30,1058161,958630,692353,947339,0.72,0.73,-254987,1,On Track
PJT022,2022-05-31,774469,862190,520217,767521,0.6,0.68,-247303,1,On Track
PJT022,2022-06-30,1393196,1043253,890752,1227458,0.85,0.73,-336706,1,On Track
PJT022,2022-07-31,681671,444511,413401,519746,0.93,0.8,-106345,1,On Track
PJT022,2022-08-31,1182995,1707571,1412135,963750,0.83,1.47,448386,1,On Track
PJT022,2022-09-30,1692840,1662521,1067741,1189918,0.64,0.9,-122176,1,On Track
PJT022,2022-10-31,1445091,956511,1401460,1067544,1.47,1.31,333916,1,On Track
PJT022,2022-11-30,1027906,1152502,1170749,969044,1.02,1.21,201704,1,On Track
PJT022,2022-12-31,949656,1240548,913768,738894,0.74,1.24,174874,1,On Track
PJT022,2023-01-31,1281283,1875164,1225324,1221201,0.65,1.0,4123,2,At Risk
PJT022,2023-02-28,1081777,1721749,987919,1014738,0.57,0.97,-26819,2,At Risk
PJT022,2023-03-31,863560,1204406,862921,656644,0.72,1.31,206277,1,On Track
PJT022,2023-04-30,1896435,1744272,2169630,1330916,1.24,1.63,838714,3,Delayed
PJT022,2023-05-31,528760,768940,503572,439976,0.65,1.14,63596,2,At Risk
PJT022,2023-06-30,774866,924687,791668,550291,0.86,1.44,241377,1,On Track
PJT022,2023-07-31,1885394,2781372,1237631,1676515,0.44,0.74,-438884,1,On Track
PJT022,2023-08-31,1779562,2427044,1450162,1553543,0.6,0.93,-103381,1,On Track
PJT022,2023-09-30,1973201,2060891,2056375,1695414,1.0,1.21,360961,2,At Risk
PJT022,2023-10-31,1623132,1074368,949643,1160738,0.88,0.82,-211095,1,On Track
PJT022,2023-11-30,1153496,790273,1079468,887525,1.37,1.22,191943,4,Completed
PJT022,2023-12-31,1739446,1145072,2041668,1270172,1.78,1.61,771497,2,At Risk
PJT022,2024-01-31,1272741,1375208,1282147,1246782,0.93,1.03,35365,1,On Track
PJT022,2024-02-29,1995968,2934931,1985489,1668186,0.68,1.19,317303,1,On Track
PJT022,2024-03-31,1412247,1375988,1805818,1363312,1.31,1.32,442507,1,On Track
PJT022,2024-04-30,1175242,1167178,981156,998763,0.84,0.98,-17607,1,On Track
PJT022,2024-05-31,921771,993213,554169,687119,0.56,0.81,-132950,1,On Track
PJT022,2024-06-30,1446320,1510298,1658508,1383981,1.1,1.2,274527,3,Delayed
PJT022,2024-07-31,1963606,2694226,2089814,1379743,0.78,1.51,710072,1,On Track
PJT022,2024-08-31,751742,678557,541680,593679,0.8,0.91,-51999,2,At Risk
PJT022,2024-09-30,734748,559848,660382,554052,1.18,1.19,106329,1,On Track
PJT022,2024-10-31,688909,842942,800740,492015,0.95,1.63,308725,2,At Risk
PJT022,2024-11-30,1566616,2394103,1885722,1134820,0.79,1.66,750902,1,On Track
PJT022,2024-12-31,1765181,2664711,2113891,1650564,0.79,1.28,463327,1,On Track
PJT022,2025-01-31,1201698,1757284,630940,1061140,0.36,0.59,-430200,1,On Track
PJT022,2025-02-28,1179304,990840,793113,1150973,0.8,0.69,-357860,1,On Track
PJT022,2025-03-31,552798,483527,580999,413550,1.2,1.4,167449,4,Completed
PJT022,2025-04-30,705179,525510,539812,550609,1.03,0.98,-10798,3,Delayed
PJT022,2025-05-31,1519262,2093357,1340683,1213813,0.64,1.1,126870,1,On Track
PJT022,2025-06-30,1182871,1645598,1066699,1138878,0.65,0.94,-72178,1,On Track
PJT023,2022-01-31,1881195,1346002,1874866,1512699,1.39,1.24,362167,1,On Track
PJT023,2022-02-28,1346116,1065210,681086,953178,0.64,0.71,-272091,1,On Track
PJT023,2022-03-31,1463839,2141553,1768562,1043288,0.83,1.7,725274,1,On Track
PJT023,2022-04-30,549449,404427,594107,544927,1.47,1.09,49180,1,On Track
PJT023,2022-05-31,848082,630971,1013470,826717,1.61,1.23,186754,1,On Track
PJT023,2022-06-30,1992753,2810470,1578153,1481150,0.56,1.07,97003,2,At Risk
PJT023,2022-07-31,1034397,978544,1231447,979886,1.26,1.26,251561,1,On Track
PJT023,2022-08-31,1861083,2205112,1301325,1500762,0.59,0.87,-199437,1,On Track
PJT023,2022-09-30,1916561,1362280,2233801,1530463,1.64,1.46,703338,3,Delayed
PJT023,2022-10-31,845254,1347190,665151,820073,0.49,0.81,-154922,2,At Risk
PJT023,2022-11-30,800885,1112047,462244,736812,0.42,0.63,-274568,2,At Risk
PJT023,2022-12-31,1953409,2130672,2517430,1860237,1.18,1.35,657193,1,On Track
PJT023,2023-01-31,878187,685678,675271,693365,0.98,0.97,-18094,3,Delayed
PJT023,2023-02-28,1814006,2177482,1978807,1517665,0.91,1.3,461142,4,Completed
PJT023,2023-03-31,1564732,1963151,1140374,1440377,0.58,0.79,-300003,2,At Risk
PJT023,2023-04-30,894448,977094,646381,631833,0.66,1.02,14548,2,At Risk
PJT023,2023-05-31,746186,633786,426766,594446,0.67,0.72,-167679,2,At Risk
PJT023,2023-06-30,1610602,1098282,1902763,1227461,1.73,1.55,675302,1,On Track
PJT023,2023-07-31,972267,1432812,862448,836870,0.6,1.03,25577,1,On Track
PJT023,2023-08-31,535912,592823,629693,471162,1.06,1.34,158531,1,On Track
